text,coding,round,recipient,sender.id,sender.name,treatment,direction,gameID,guess.x,confidence.x,nRabbits.x,nSquirrels.x,nCritters.x,mleEstimate.x,nSquirrelsGame.x,nRabbitsGame.x,mleGame.x,entropy.x,representation.x,designatedGame.x,entropy_bin.x,representation_bin.x,nCrittersGame_bin.x,error.x,guess.y,confidence.y,nRabbits.y,nSquirrels.y,nCritters.y,mleEstimate.y,nSquirrelsGame.y,nRabbitsGame.y,mleGame.y,entropy.y,representation.y,designatedGame.y,entropy_bin.y,representation_bin.y,nCrittersGame_bin.y,error.y
only 1 squirrel no rabbits,pn,7,01JD3D4F871GFAP0XVSPB3ZCV1,01JD3D8FNQMYKZSCEXQJMATBKW,player 4,interactive,RS,01JD3CSYSGATA1GNP7YFFCMXSG,100,100,0,1,1,0,5,12,0.7059,0.6598,0.5672,10023,"0.54,0.81","0.48,0.6","15,20",70.59,100,100,0,1,1,0,5,12,0.7059,0.6598,0.5672,10023,"0.54,0.81","0.48,0.6","15,20",70.59
"1 squirrel, no rabbits",pn,7,01JD3D4B3JPHEW7N5VN1W4W61X,01JD3D86DCXGKW395VYVWH2ZGS,player 3,interactive,RS,01JD3CSYSGATA1GNP7YFFCMXSG,88,84,0,1,1,0,5,12,0.7059,0.6598,0.5672,10023,"0.54,0.81","0.48,0.6","15,20",58.59,88,84,0,1,1,0,5,12,0.7059,0.6598,0.5672,10023,"0.54,0.81","0.48,0.6","15,20",58.59
There is only one squirrel,pn,7,01JD3D86DCXGKW395VYVWH2ZGS,01JD3D4B3JPHEW7N5VN1W4W61X,player 1,interactive,RS,01JD3CSYSGATA1GNP7YFFCMXSG,100,100,0,1,1,0,5,12,0.7059,0.6598,0.5672,10023,"0.54,0.81","0.48,0.6","15,20",70.59,100,100,0,1,1,0,5,12,0.7059,0.6598,0.5672,10023,"0.54,0.81","0.48,0.6","15,20",70.59
only 2 squirrels,pn,7,01JD3D8FNQMYKZSCEXQJMATBKW,01JD3D4F871GFAP0XVSPB3ZCV1,player 2,interactive,RS,01JD3CSYSGATA1GNP7YFFCMXSG,32,88,12,2,14,0.857142857142857,5,12,0.7059,0.6598,0.5672,10023,"0.54,0.81","0.48,0.6","15,20",2.59,32,88,12,2,14,0.857142857142857,5,12,0.7059,0.6598,0.5672,10023,"0.54,0.81","0.48,0.6","15,20",2.59
12 rabbits,pn,7,01JD3D8FNQMYKZSCEXQJMATBKW,01JD3D4F871GFAP0XVSPB3ZCV1,player 2,interactive,RS,01JD3CSYSGATA1GNP7YFFCMXSG,32,88,12,2,14,0.857142857142857,5,12,0.7059,0.6598,0.5672,10023,"0.54,0.81","0.48,0.6","15,20",2.59,32,88,12,2,14,0.857142857142857,5,12,0.7059,0.6598,0.5672,10023,"0.54,0.81","0.48,0.6","15,20",2.59
only 1 squirrel no rabbits,pn,8,01JD3D86DCXGKW395VYVWH2ZGS,01JD3D8FNQMYKZSCEXQJMATBKW,player 4,interactive,RS,01JD3CSYSGATA1GNP7YFFCMXSG,100,100,0,1,1,0,5,12,0.7059,0.6598,0.5672,10023,"0.54,0.81","0.48,0.6","15,20",70.59,100,100,0,1,1,0,5,12,0.7059,0.6598,0.5672,10023,"0.54,0.81","0.48,0.6","15,20",70.59
1 squirrel only,pn,8,01JD3D4F871GFAP0XVSPB3ZCV1,01JD3D86DCXGKW395VYVWH2ZGS,player 3,interactive,RS,01JD3CSYSGATA1GNP7YFFCMXSG,88,100,0,1,1,0,5,12,0.7059,0.6598,0.5672,10023,"0.54,0.81","0.48,0.6","15,20",58.59,88,100,0,1,1,0,5,12,0.7059,0.6598,0.5672,10023,"0.54,0.81","0.48,0.6","15,20",58.59
There is only one squirrel,pn,8,01JD3D8FNQMYKZSCEXQJMATBKW,01JD3D4B3JPHEW7N5VN1W4W61X,player 1,interactive,RS,01JD3CSYSGATA1GNP7YFFCMXSG,25,100,0,1,1,0,5,12,0.7059,0.6598,0.5672,10023,"0.54,0.81","0.48,0.6","15,20",4.41,25,100,0,1,1,0,5,12,0.7059,0.6598,0.5672,10023,"0.54,0.81","0.48,0.6","15,20",4.41
12 rabbits 2 squirrel,pn,8,01JD3D4B3JPHEW7N5VN1W4W61X,01JD3D4F871GFAP0XVSPB3ZCV1,player 2,interactive,RS,01JD3CSYSGATA1GNP7YFFCMXSG,38,29,12,2,14,0.857142857142857,5,12,0.7059,0.6598,0.5672,10023,"0.54,0.81","0.48,0.6","15,20",8.59,38,29,12,2,14,0.857142857142857,5,12,0.7059,0.6598,0.5672,10023,"0.54,0.81","0.48,0.6","15,20",8.59
more rabbits,pb,1,01JD3D4YRHWTB3WVPW0AEPV7B4,01JD3D85R1GK0FM4S2TEZ3BV7B,player 3,interactive,RS,01JD3D1TJVJ8N8NRS89HKZKHSW,18,80,1,0,1,1,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",9.03,18,80,1,0,1,1,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",9.03
There is one white rabbit out my window.,pn,1,01JD3D7VSGQYKSTAFCQRYQS4AK,01JD3D878K5Y4DATEWT4YNZFYQ,player 4,interactive,RS,01JD3D1TJVJ8N8NRS89HKZKHSW,0,100,1,0,1,1,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",27.03,0,100,1,0,1,1,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",27.03
I only have 1 rabbit outside my window,pn,1,01JD3D878K5Y4DATEWT4YNZFYQ,01JD3D7VSGQYKSTAFCQRYQS4AK,player 2,interactive,RS,01JD3D1TJVJ8N8NRS89HKZKHSW,0,100,1,0,1,1,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",27.03,0,100,1,0,1,1,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",27.03
lots of rabbits and less squirrels,pb,1,01JD3D85R1GK0FM4S2TEZ3BV7B,01JD3D4YRHWTB3WVPW0AEPV7B4,player 1,interactive,RS,01JD3D1TJVJ8N8NRS89HKZKHSW,NA,NA,24,10,34,0.705882352941177,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",NA,NA,NA,24,10,34,0.705882352941177,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",NA
There is one rabbit out my window.,pn,2,01JD3D85R1GK0FM4S2TEZ3BV7B,01JD3D878K5Y4DATEWT4YNZFYQ,player 4,interactive,RS,01JD3D1TJVJ8N8NRS89HKZKHSW,NA,NA,1,0,1,1,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",NA,NA,NA,1,0,1,1,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",NA
I only have one rabbit outside my window,pn,2,01JD3D4YRHWTB3WVPW0AEPV7B4,01JD3D7VSGQYKSTAFCQRYQS4AK,player 2,interactive,RS,01JD3D1TJVJ8N8NRS89HKZKHSW,0,100,1,0,1,1,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",27.03,0,100,1,0,1,1,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",27.03
lots of rabbits and less squirrels,pb,2,01JD3D7VSGQYKSTAFCQRYQS4AK,01JD3D85R1GK0FM4S2TEZ3BV7B,player 3,interactive,RS,01JD3D1TJVJ8N8NRS89HKZKHSW,11,76,1,0,1,1,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",16.03,11,76,1,0,1,1,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",16.03
17 rabbits 7 squirrels,pn,2,01JD3D878K5Y4DATEWT4YNZFYQ,01JD3D4YRHWTB3WVPW0AEPV7B4,player 1,interactive,RS,01JD3D1TJVJ8N8NRS89HKZKHSW,17,100,24,10,34,0.705882352941177,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",10.03,17,100,24,10,34,0.705882352941177,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",10.03
I only have one rabbit outside my window,pn,3,01JD3D85R1GK0FM4S2TEZ3BV7B,01JD3D7VSGQYKSTAFCQRYQS4AK,player 2,interactive,RS,01JD3D1TJVJ8N8NRS89HKZKHSW,50,0,1,0,1,1,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",22.97,50,0,1,0,1,1,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",22.97
lots of rabbits and less squirrels,pb,3,01JD3D878K5Y4DATEWT4YNZFYQ,01JD3D85R1GK0FM4S2TEZ3BV7B,player 3,interactive,RS,01JD3D1TJVJ8N8NRS89HKZKHSW,12,88,1,0,1,1,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",15.03,12,88,1,0,1,1,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",15.03
There is 1 rabbit out my window.,pn,3,01JD3D4YRHWTB3WVPW0AEPV7B4,01JD3D878K5Y4DATEWT4YNZFYQ,player 4,interactive,RS,01JD3D1TJVJ8N8NRS89HKZKHSW,26,44,1,0,1,1,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",1.03,26,44,1,0,1,1,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",1.03
how many squirrels do you have,q,3,01JD3D7VSGQYKSTAFCQRYQS4AK,01JD3D4YRHWTB3WVPW0AEPV7B4,player 1,interactive,RS,01JD3D1TJVJ8N8NRS89HKZKHSW,18,79,24,10,34,0.705882352941177,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",9.03,18,79,24,10,34,0.705882352941177,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",9.03
none,o,3,01JD3D85R1GK0FM4S2TEZ3BV7B,01JD3D7VSGQYKSTAFCQRYQS4AK,player 2,interactive,RS,01JD3D1TJVJ8N8NRS89HKZKHSW,50,0,1,0,1,1,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",22.97,50,0,1,0,1,1,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",22.97
what do you have,o,3,01JD3D85R1GK0FM4S2TEZ3BV7B,01JD3D7VSGQYKSTAFCQRYQS4AK,player 2,interactive,RS,01JD3D1TJVJ8N8NRS89HKZKHSW,50,0,1,0,1,1,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",22.97,50,0,1,0,1,1,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",22.97
I only have one rabbit outside my window,pn,4,01JD3D878K5Y4DATEWT4YNZFYQ,01JD3D7VSGQYKSTAFCQRYQS4AK,player 2,interactive,RS,01JD3D1TJVJ8N8NRS89HKZKHSW,0,100,1,0,1,1,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",27.03,0,100,1,0,1,1,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",27.03
There is 1 rabbit out my window.,pn,4,01JD3D7VSGQYKSTAFCQRYQS4AK,01JD3D878K5Y4DATEWT4YNZFYQ,player 4,interactive,RS,01JD3D1TJVJ8N8NRS89HKZKHSW,0,100,1,0,1,1,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",27.03,0,100,1,0,1,1,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",27.03
1 rabbit no squirrels,pn,4,01JD3D4YRHWTB3WVPW0AEPV7B4,01JD3D85R1GK0FM4S2TEZ3BV7B,player 3,interactive,RS,01JD3D1TJVJ8N8NRS89HKZKHSW,20,76,1,0,1,1,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",7.03,20,76,1,0,1,1,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",7.03
any squirrels?,q,4,01JD3D878K5Y4DATEWT4YNZFYQ,01JD3D7VSGQYKSTAFCQRYQS4AK,player 2,interactive,RS,01JD3D1TJVJ8N8NRS89HKZKHSW,0,100,1,0,1,1,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",27.03,0,100,1,0,1,1,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",27.03
how many squirrels,q,4,01JD3D85R1GK0FM4S2TEZ3BV7B,01JD3D4YRHWTB3WVPW0AEPV7B4,player 1,interactive,RS,01JD3D1TJVJ8N8NRS89HKZKHSW,19,73,24,10,34,0.705882352941177,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",8.03,19,73,24,10,34,0.705882352941177,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",8.03
no,o,4,01JD3D7VSGQYKSTAFCQRYQS4AK,01JD3D878K5Y4DATEWT4YNZFYQ,player 4,interactive,RS,01JD3D1TJVJ8N8NRS89HKZKHSW,0,100,1,0,1,1,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",27.03,0,100,1,0,1,1,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",27.03
I only have one rabbit outside my window,pn,5,01JD3D4YRHWTB3WVPW0AEPV7B4,01JD3D7VSGQYKSTAFCQRYQS4AK,player 2,interactive,RS,01JD3D1TJVJ8N8NRS89HKZKHSW,0,100,1,0,1,1,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",27.03,0,100,1,0,1,1,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",27.03
1 rabbit 0 squirrels,pn,5,01JD3D7VSGQYKSTAFCQRYQS4AK,01JD3D85R1GK0FM4S2TEZ3BV7B,player 3,interactive,RS,01JD3D1TJVJ8N8NRS89HKZKHSW,16,75,1,0,1,1,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",11.03,16,75,1,0,1,1,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",11.03
i have 17 rabbits,pn,5,01JD3D878K5Y4DATEWT4YNZFYQ,01JD3D4YRHWTB3WVPW0AEPV7B4,player 1,interactive,RS,01JD3D1TJVJ8N8NRS89HKZKHSW,19,64,24,10,34,0.705882352941177,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",8.03,19,64,24,10,34,0.705882352941177,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",8.03
great thanks,o,5,01JD3D4YRHWTB3WVPW0AEPV7B4,01JD3D7VSGQYKSTAFCQRYQS4AK,player 2,interactive,RS,01JD3D1TJVJ8N8NRS89HKZKHSW,0,100,1,0,1,1,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",27.03,0,100,1,0,1,1,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",27.03
There is 1 rabbit and 0 squirrels outside my window.,pn,5,01JD3D85R1GK0FM4S2TEZ3BV7B,01JD3D878K5Y4DATEWT4YNZFYQ,player 4,interactive,RS,01JD3D1TJVJ8N8NRS89HKZKHSW,0,100,1,0,1,1,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",27.03,0,100,1,0,1,1,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",27.03
There is 1 rabbit and 0 squirrels outside my window.,pn,6,01JD3D878K5Y4DATEWT4YNZFYQ,01JD3D85R1GK0FM4S2TEZ3BV7B,player 3,interactive,RS,01JD3D1TJVJ8N8NRS89HKZKHSW,20,81,1,0,1,1,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",7.03,20,81,1,0,1,1,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",7.03
"I only have one rabbit, no squirrels outside my window",pn,6,01JD3D85R1GK0FM4S2TEZ3BV7B,01JD3D7VSGQYKSTAFCQRYQS4AK,player 2,interactive,RS,01JD3D1TJVJ8N8NRS89HKZKHSW,46,12,1,0,1,1,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",18.97,46,12,1,0,1,1,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",18.97
There is 1 rabbit and 0 squirrels outside my window.,pn,6,01JD3D4YRHWTB3WVPW0AEPV7B4,01JD3D878K5Y4DATEWT4YNZFYQ,player 4,interactive,RS,01JD3D1TJVJ8N8NRS89HKZKHSW,0,100,1,0,1,1,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",27.03,0,100,1,0,1,1,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",27.03
There is 1 rabbit and 0 squirrels outside my window.,pn,7,01JD3D4YRHWTB3WVPW0AEPV7B4,01JD3D85R1GK0FM4S2TEZ3BV7B,player 3,interactive,RS,01JD3D1TJVJ8N8NRS89HKZKHSW,27,75,1,0,1,1,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",0.0300000000000011,27,75,1,0,1,1,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",0.0300000000000011
I only have one rabbit outside my window,pn,7,01JD3D878K5Y4DATEWT4YNZFYQ,01JD3D7VSGQYKSTAFCQRYQS4AK,player 2,interactive,RS,01JD3D1TJVJ8N8NRS89HKZKHSW,0,100,1,0,1,1,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",27.03,0,100,1,0,1,1,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",27.03
No squirrels,pb,7,01JD3D878K5Y4DATEWT4YNZFYQ,01JD3D7VSGQYKSTAFCQRYQS4AK,player 2,interactive,RS,01JD3D1TJVJ8N8NRS89HKZKHSW,0,100,1,0,1,1,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",27.03,0,100,1,0,1,1,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",27.03
There is 1 rabbit and 0 squirrels outside my window.,pn,7,01JD3D7VSGQYKSTAFCQRYQS4AK,01JD3D878K5Y4DATEWT4YNZFYQ,player 4,interactive,RS,01JD3D1TJVJ8N8NRS89HKZKHSW,0,100,1,0,1,1,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",27.03,0,100,1,0,1,1,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",27.03
17 outside mine 7 squirrels,pn,7,01JD3D85R1GK0FM4S2TEZ3BV7B,01JD3D4YRHWTB3WVPW0AEPV7B4,player 1,interactive,RS,01JD3D1TJVJ8N8NRS89HKZKHSW,21,61,24,10,34,0.705882352941177,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",6.03,21,61,24,10,34,0.705882352941177,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",6.03
thanks,o,7,01JD3D878K5Y4DATEWT4YNZFYQ,01JD3D7VSGQYKSTAFCQRYQS4AK,player 2,interactive,RS,01JD3D1TJVJ8N8NRS89HKZKHSW,0,100,1,0,1,1,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",27.03,0,100,1,0,1,1,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",27.03
There is 1 rabbit and 0 squirrels outside my window.,pn,8,01JD3D7VSGQYKSTAFCQRYQS4AK,01JD3D85R1GK0FM4S2TEZ3BV7B,player 3,interactive,RS,01JD3D1TJVJ8N8NRS89HKZKHSW,22,77,1,0,1,1,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",5.03,22,77,1,0,1,1,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",5.03
There is 1 rabbit and 0 squirrels outside my window.,pn,8,01JD3D4YRHWTB3WVPW0AEPV7B4,01JD3D7VSGQYKSTAFCQRYQS4AK,player 2,interactive,RS,01JD3D1TJVJ8N8NRS89HKZKHSW,0,100,1,0,1,1,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",27.03,0,100,1,0,1,1,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",27.03
There is 1 rabbit and 0 squirrels outside my window.,pn,8,01JD3D85R1GK0FM4S2TEZ3BV7B,01JD3D878K5Y4DATEWT4YNZFYQ,player 4,interactive,RS,01JD3D1TJVJ8N8NRS89HKZKHSW,39,85,1,0,1,1,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",11.97,39,85,1,0,1,1,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",11.97
17 rabbits outside my window,pn,8,01JD3D878K5Y4DATEWT4YNZFYQ,01JD3D4YRHWTB3WVPW0AEPV7B4,player 1,interactive,RS,01JD3D1TJVJ8N8NRS89HKZKHSW,23,53,24,10,34,0.705882352941177,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",4.03,23,53,24,10,34,0.705882352941177,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",4.03
7 squireels,pn,8,01JD3D878K5Y4DATEWT4YNZFYQ,01JD3D4YRHWTB3WVPW0AEPV7B4,player 1,interactive,RS,01JD3D1TJVJ8N8NRS89HKZKHSW,23,53,24,10,34,0.705882352941177,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",4.03,23,53,24,10,34,0.705882352941177,10,27,0.7297,0.3703,0.2087,10026,"0.27,0.54","0.12,0.24","35,40",4.03
6 rabbits no squirrels,pn,1,01JD3DMM27SWJX43JH9QJPXREB,01JD3DME57MD661TTXWPT5CAAP,player 2,interactive,RS,01JD3D1RFT7BE2J4A432K7ZGVR,25,36,6,0,6,1,5,12,0.7059,1.2364,0.4643,1010,"1.1,1.4","0.36,0.48","15,20",4.41,25,36,6,0,6,1,5,12,0.7059,1.2364,0.4643,1010,"1.1,1.4","0.36,0.48","15,20",4.41
2 squirrels,pn,1,01JD3DMHPJ2ET830TNTTDSTMNN,01JD3D6T7JTMBNX3HX0SW8T8KX,player 1,interactive,RS,01JD3D1RFT7BE2J4A432K7ZGVR,NA,NA,0,2,2,0,5,12,0.7059,1.2364,0.4643,1010,"1.1,1.4","0.36,0.48","15,20",NA,NA,NA,0,2,2,0,5,12,0.7059,1.2364,0.4643,1010,"1.1,1.4","0.36,0.48","15,20",NA
I had two squirrels and no bunnies,pn,1,01JD3DME57MD661TTXWPT5CAAP,01JD3DMM27SWJX43JH9QJPXREB,player 4,interactive,RS,01JD3D1RFT7BE2J4A432K7ZGVR,32,27,0,2,2,0,5,12,0.7059,1.2364,0.4643,1010,"1.1,1.4","0.36,0.48","15,20",2.59,32,27,0,2,2,0,5,12,0.7059,1.2364,0.4643,1010,"1.1,1.4","0.36,0.48","15,20",2.59
it's a beautiful day! 6 rabbits 1 squirrel,pn,1,01JD3D6T7JTMBNX3HX0SW8T8KX,01JD3DMHPJ2ET830TNTTDSTMNN,player 3,interactive,RS,01JD3D1RFT7BE2J4A432K7ZGVR,69,80,6,1,7,0.857142857142857,5,12,0.7059,1.2364,0.4643,1010,"1.1,1.4","0.36,0.48","15,20",39.59,69,80,6,1,7,0.857142857142857,5,12,0.7059,1.2364,0.4643,1010,"1.1,1.4","0.36,0.48","15,20",39.59
6 rabbits no squirrels,pn,2,01JD3D6T7JTMBNX3HX0SW8T8KX,01JD3DME57MD661TTXWPT5CAAP,player 2,interactive,RS,01JD3D1RFT7BE2J4A432K7ZGVR,18,39,6,0,6,1,5,12,0.7059,1.2364,0.4643,1010,"1.1,1.4","0.36,0.48","15,20",11.41,18,39,6,0,6,1,5,12,0.7059,1.2364,0.4643,1010,"1.1,1.4","0.36,0.48","15,20",11.41
1 squirrel 6 rabbits today,pn,2,01JD3DME57MD661TTXWPT5CAAP,01JD3DMHPJ2ET830TNTTDSTMNN,player 3,interactive,RS,01JD3D1RFT7BE2J4A432K7ZGVR,NA,NA,6,1,7,0.857142857142857,5,12,0.7059,1.2364,0.4643,1010,"1.1,1.4","0.36,0.48","15,20",NA,NA,NA,6,1,7,0.857142857142857,5,12,0.7059,1.2364,0.4643,1010,"1.1,1.4","0.36,0.48","15,20",NA
two squirrels and no bunnies. The other person had six bunnies and no squirrels,pnsn,2,01JD3DMHPJ2ET830TNTTDSTMNN,01JD3DMM27SWJX43JH9QJPXREB,player 4,interactive,RS,01JD3D1RFT7BE2J4A432K7ZGVR,37,19,0,2,2,0,5,12,0.7059,1.2364,0.4643,1010,"1.1,1.4","0.36,0.48","15,20",7.59,37,19,0,2,2,0,5,12,0.7059,1.2364,0.4643,1010,"1.1,1.4","0.36,0.48","15,20",7.59
6 rabbits no squirrels,pn,3,01JD3DMHPJ2ET830TNTTDSTMNN,01JD3DME57MD661TTXWPT5CAAP,player 2,interactive,RS,01JD3D1RFT7BE2J4A432K7ZGVR,37,30,6,0,6,1,5,12,0.7059,1.2364,0.4643,1010,"1.1,1.4","0.36,0.48","15,20",7.59,37,30,6,0,6,1,5,12,0.7059,1.2364,0.4643,1010,"1.1,1.4","0.36,0.48","15,20",7.59
2 squirrels,pn,3,01JD3DME57MD661TTXWPT5CAAP,01JD3D6T7JTMBNX3HX0SW8T8KX,player 1,interactive,RS,01JD3D1RFT7BE2J4A432K7ZGVR,55,97,0,2,2,0,5,12,0.7059,1.2364,0.4643,1010,"1.1,1.4","0.36,0.48","15,20",25.59,55,97,0,2,2,0,5,12,0.7059,1.2364,0.4643,1010,"1.1,1.4","0.36,0.48","15,20",25.59
I see two squirrels and no bunnies but my neighbor saw six bunnies and no squirrels.,pnsn,3,01JD3D6T7JTMBNX3HX0SW8T8KX,01JD3DMM27SWJX43JH9QJPXREB,player 4,interactive,RS,01JD3D1RFT7BE2J4A432K7ZGVR,15,66,0,2,2,0,5,12,0.7059,1.2364,0.4643,1010,"1.1,1.4","0.36,0.48","15,20",14.41,15,66,0,2,2,0,5,12,0.7059,1.2364,0.4643,1010,"1.1,1.4","0.36,0.48","15,20",14.41
6 rabbits 1 squirrel  others say 2 squirrels 6 bunnies,pnsn,3,01JD3DMM27SWJX43JH9QJPXREB,01JD3DMHPJ2ET830TNTTDSTMNN,player 3,interactive,RS,01JD3D1RFT7BE2J4A432K7ZGVR,87,79,6,1,7,0.857142857142857,5,12,0.7059,1.2364,0.4643,1010,"1.1,1.4","0.36,0.48","15,20",57.59,87,79,6,1,7,0.857142857142857,5,12,0.7059,1.2364,0.4643,1010,"1.1,1.4","0.36,0.48","15,20",57.59
6 rabbits no squirrels,pn,4,01JD3DMM27SWJX43JH9QJPXREB,01JD3DME57MD661TTXWPT5CAAP,player 2,interactive,RS,01JD3D1RFT7BE2J4A432K7ZGVR,16,63,6,0,6,1,5,12,0.7059,1.2364,0.4643,1010,"1.1,1.4","0.36,0.48","15,20",13.41,16,63,6,0,6,1,5,12,0.7059,1.2364,0.4643,1010,"1.1,1.4","0.36,0.48","15,20",13.41
